Date,Year,Month,Month_Name,Day,Day_Name,Day_Of_Week,Day_Type,Is_Weekend,Is_Public_Holiday,Season,Quarter,Region,Hospital,ED_Trolleys,Ward_Trolleys,Total_Trolleys,Surge_Capacity,ED_Occupancy_Pct,Delayed_Transfers,Total_Waiting_24hr,Over75_Waiting_24hr,Precipitation,Precipitation_Category
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & Midlands,St. James's Hospital,4,0,4,0,,56,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & Midlands,Tallaght University Hospital,9,0,9,16,56.2,40,2,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & Midlands,Tipperary University Hospital,3,0,3,15,20.0,7,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & North East,Cavan General Hospital,0,0,0,0,,0,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & North East,Connolly Hospital,0,0,0,12,0.0,9,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & North East,Our Lady of Lourdes Hospital,0,0,0,5,0.0,33,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,0,,1,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & South East,Cork University Hospital,9,2,11,8,112.5,35,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & South East,Galway University Hospital,7,0,7,21,33.3,20,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & South East,Letterkenny University Hospital,2,0,2,1,200.0,16,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & South East,Mercy University Hospital,1,0,1,6,16.7,24,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & South East,UH Kerry,11,0,11,22,50.0,11,1,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & South East,UH Limerick,6,29,35,22,27.3,12,1,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE Dublin & South East,Wexford General Hospital,0,0,0,0,,5,0,0,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE West & North West,Portiuncula University Hospital,0,0,0,3,0.0,9,2,11,63.37,Low (50-100mm)
2023-06-05,2023,6,June,5,Monday,0,Public Holiday,0,1,Summer,Q2,HSE West & North West,Sligo University Hospital,9,2,11,7,128.6,9,7,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Mullingar,0,0,0,0,,0,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Portlaoise,4,0,4,4,100.0,6,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Tullamore,0,0,0,0,,4,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Naas General Hospital,6,2,8,2,300.0,13,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,0,0,0,0,,11,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. James's Hospital,16,0,16,0,,56,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. Vincent's University Hospital,27,0,27,0,,38,4,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Tallaght University Hospital,17,0,17,18,94.4,40,3,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Tipperary University Hospital,16,0,16,15,106.7,7,1,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Cavan General Hospital,0,0,0,0,,0,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Connolly Hospital,0,0,0,10,0.0,9,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Our Lady of Lourdes Hospital,6,1,7,7,85.7,33,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,0,,1,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Cork University Hospital,3,3,6,13,23.1,35,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Galway University Hospital,14,1,15,22,63.6,20,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Letterkenny University Hospital,6,7,13,6,100.0,16,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Mercy University Hospital,1,0,1,7,14.3,24,0,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & South East,UH Kerry,18,0,18,24,75.0,11,2,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE Dublin & South East,UH Limerick,13,36,49,20,65.0,12,4,0,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE West & North West,Portiuncula University Hospital,1,2,3,2,50.0,3,19,19,63.37,Low (50-100mm)
2023-06-06,2023,6,June,6,Tuesday,1,Weekday,0,0,Summer,Q2,HSE West & North West,Sligo University Hospital,19,19,38,9,211.1,3,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Mullingar,2,0,2,0,,0,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Portlaoise,1,0,1,0,,6,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Tullamore,0,0,0,0,,3,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Naas General Hospital,0,0,0,0,,14,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,0,0,0,20,0.0,6,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. James's Hospital,29,0,29,0,,53,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. Vincent's University Hospital,27,0,27,22,122.7,42,6,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Tallaght University Hospital,24,0,24,13,184.6,36,5,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Tipperary University Hospital,10,10,20,5,200.0,4,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Cavan General Hospital,3,0,3,0,,0,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Connolly Hospital,1,0,1,12,8.3,9,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Our Lady of Lourdes Hospital,5,2,7,12,41.7,34,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Cork University Hospital,10,5,15,12,83.3,41,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Galway University Hospital,19,3,22,22,86.4,21,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Letterkenny University Hospital,17,17,34,17,100.0,6,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & South East,UH Kerry,10,0,10,28,35.7,10,2,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & South East,UH Limerick,19,35,54,49,38.8,9,8,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Wexford General Hospital,2,0,2,0,,5,0,0,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE West & North West,Portiuncula University Hospital,2,0,2,0,,3,12,15,63.37,Low (50-100mm)
2023-06-07,2023,6,June,7,Wednesday,2,Weekday,0,0,Summer,Q2,HSE West & North West,Sligo University Hospital,12,15,27,11,109.1,9,4,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Mullingar,0,0,0,0,,0,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Portlaoise,1,0,1,0,,10,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Tullamore,0,0,0,2,0.0,3,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Naas General Hospital,4,0,4,0,,13,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,2,0,2,13,15.4,8,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. James's Hospital,23,0,23,0,,52,2,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. Vincent's University Hospital,28,0,28,20,140.0,42,7,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Tallaght University Hospital,34,0,34,13,261.5,33,7,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Cavan General Hospital,0,0,0,0,,0,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Connolly Hospital,0,0,0,10,0.0,9,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Our Lady of Lourdes Hospital,9,1,10,12,75.0,34,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Cork University Hospital,5,7,12,18,27.8,41,1,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Galway University Hospital,21,4,25,22,95.5,24,3,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Letterkenny University Hospital,19,19,38,15,126.7,3,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & South East,UH Kerry,14,14,28,9,155.6,2,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & South East,UH Limerick,22,32,54,56,39.3,18,8,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Wexford General Hospital,0,0,0,0,,5,0,0,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE West & North West,Portiuncula University Hospital,0,0,0,2,0.0,19,15,34,63.37,Low (50-100mm)
2023-06-08,2023,6,June,8,Thursday,3,Weekday,0,0,Summer,Q2,HSE West & North West,Sligo University Hospital,19,15,34,14,135.7,9,14,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Mullingar,4,0,4,0,,0,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Portlaoise,10,0,10,0,,7,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Tullamore,0,0,0,2,0.0,3,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Naas General Hospital,4,0,4,0,,12,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,11,0,11,16,68.8,8,1,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. Vincent's University Hospital,12,0,12,22,54.5,40,2,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Tallaght University Hospital,20,0,20,12,166.7,34,6,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Tipperary University Hospital,17,17,34,7,242.9,6,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Cavan General Hospital,0,0,0,0,,5,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Connolly Hospital,0,0,0,13,0.0,9,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Our Lady of Lourdes Hospital,10,2,12,15,66.7,32,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Cork University Hospital,8,5,13,12,66.7,44,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Galway University Hospital,8,4,12,20,40.0,25,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Letterkenny University Hospital,6,7,13,8,75.0,15,4,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Mercy University Hospital,13,0,13,6,216.7,27,3,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & South East,UH Kerry,5,0,5,25,20.0,8,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & South East,UH Limerick,20,33,53,48,41.7,18,6,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Wexford General Hospital,2,0,2,2,100.0,4,0,0,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE West & North West,Portiuncula University Hospital,3,0,3,2,150.0,2,10,15,63.37,Low (50-100mm)
2023-06-09,2023,6,June,9,Friday,4,Weekday,0,0,Summer,Q2,HSE West & North West,Sligo University Hospital,10,15,25,12,83.3,9,10,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,MRH Mullingar,2,0,2,0,,0,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,MRH Portlaoise,5,0,5,0,,6,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,MRH Tullamore,0,0,0,0,,3,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,Naas General Hospital,0,0,0,0,,12,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,0,0,0,0,,6,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,St. James's Hospital,10,0,10,0,,57,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,Tipperary University Hospital,8,8,16,7,114.3,2,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & North East,Cavan General Hospital,0,0,0,0,,5,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & North East,Connolly Hospital,0,0,0,14,0.0,9,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & North East,Our Lady of Lourdes Hospital,0,0,0,6,0.0,32,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Cork University Hospital,2,0,2,1,200.0,39,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Galway University Hospital,4,0,4,22,18.2,25,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Letterkenny University Hospital,3,5,8,0,,17,1,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Mercy University Hospital,5,0,5,8,62.5,27,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & South East,UH Kerry,6,0,6,24,25.0,8,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & South East,UH Limerick,9,30,39,32,28.1,13,3,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Wexford General Hospital,0,0,0,2,0.0,4,0,0,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE West & North West,Portiuncula University Hospital,1,0,1,0,,4,3,7,63.37,Low (50-100mm)
2023-06-10,2023,6,June,10,Saturday,5,Weekend,1,0,Summer,Q2,HSE West & North West,Sligo University Hospital,3,7,10,11,27.3,8,6,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,MRH Mullingar,3,0,3,0,,0,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,MRH Portlaoise,6,0,6,0,,6,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,MRH Tullamore,0,0,0,0,,3,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,Naas General Hospital,8,0,8,0,,12,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,St. James's Hospital,12,0,12,0,,57,1,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,St. Vincent's University Hospital,10,0,10,22,45.5,38,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & Midlands,Tipperary University Hospital,8,8,16,7,114.3,6,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & North East,Cavan General Hospital,0,0,0,4,0.0,5,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & North East,Connolly Hospital,0,0,0,13,0.0,9,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & North East,Our Lady of Lourdes Hospital,6,1,7,13,46.2,32,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Cork University Hospital,10,0,10,3,333.3,39,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Galway University Hospital,5,0,5,4,125.0,25,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Letterkenny University Hospital,4,5,9,1,400.0,17,2,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & South East,Mercy University Hospital,2,0,2,8,25.0,27,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & South East,UH Kerry,7,0,7,26,26.9,8,0,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE Dublin & South East,UH Limerick,10,34,44,33,30.3,13,1,0,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE West & North West,Portiuncula University Hospital,5,0,5,0,,4,17,17,63.37,Low (50-100mm)
2023-06-11,2023,6,June,11,Sunday,6,Weekend,1,0,Summer,Q2,HSE West & North West,Sligo University Hospital,17,17,34,8,212.5,7,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Mullingar,3,0,3,0,,0,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,MRH Portlaoise,8,0,8,0,,6,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Naas General Hospital,9,4,13,4,225.0,12,1,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,0,0,0,20,0.0,6,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. James's Hospital,22,0,22,0,,57,6,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,St. Vincent's University Hospital,27,0,27,34,79.4,38,4,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & Midlands,Tallaght University Hospital,16,0,16,12,133.3,41,2,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Cavan General Hospital,1,0,1,1,100.0,5,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Connolly Hospital,0,0,0,12,0.0,9,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Our Lady of Lourdes Hospital,1,1,2,14,7.1,32,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,2,0.0,1,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Cork University Hospital,5,1,6,14,35.7,39,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Galway University Hospital,10,0,10,22,45.5,25,1,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Letterkenny University Hospital,15,15,30,17,88.2,4,0,0,63.37,Low (50-100mm)
2023-06-12,2023,6,June,12,Monday,0,Weekday,0,0,Summer,Q2,HSE Dublin & South East,Mercy University Hospital,8,0,8,8,100.0,27,0,0,63.37,Low (50-100mm)
