Date,Year,Month,Month_Name,Day,Day_Name,Day_Of_Week,Day_Type,Is_Weekend,Is_Public_Holiday,Season,Quarter,Region,Hospital,ED_Trolleys,Ward_Trolleys,Total_Trolleys,Surge_Capacity,ED_Occupancy_Pct,Delayed_Transfers,Total_Waiting_24hr,Over75_Waiting_24hr,Precipitation,Precipitation_Category
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & Midlands,MRH Mullingar,11,0,11,11,100.0,1,1,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & Midlands,MRH Tullamore,6,0,6,9,66.7,5,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & Midlands,Naas General Hospital,15,15,30,14,107.1,5,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,11,0,11,15,73.3,8,8,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & Midlands,St. James's Hospital,24,0,24,0,,62,5,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & Midlands,St. Vincent's University Hospital,33,0,33,0,,44,10,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & Midlands,Tallaght University Hospital,21,0,21,0,,42,4,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & Midlands,Tipperary University Hospital,6,6,12,2,300.0,1,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & North East,Cavan General Hospital,14,1,15,8,175.0,4,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & North East,Mater Misericordiae University Hospital,38,38,76,36,105.6,5,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & North East,Our Lady of Lourdes Hospital,17,1,18,16,106.2,38,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & North East,Our Lady's Hospital Navan,3,0,3,17,17.6,4,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & South East,Cork University Hospital,31,0,31,24,129.2,22,2,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & South East,Galway University Hospital,28,2,30,13,215.4,20,4,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & South East,Letterkenny University Hospital,15,15,30,22,68.2,3,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & South East,Mercy University Hospital,25,0,25,8,312.5,19,11,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & South East,UH Kerry,23,23,46,12,191.7,5,0,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & South East,UH Limerick,36,12,48,37,97.3,19,14,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE Dublin & South East,Wexford General Hospital,13,1,14,21,61.9,12,1,0,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE West & North West,Portiuncula University Hospital,9,0,9,13,69.2,4,1,26,104.11,Moderate (100-150mm)
2023-01-01,2023,1,January,1,Sunday,6,Public Holiday,1,1,Winter,Q1,HSE West & North West,Sligo University Hospital,26,26,52,10,260.0,9,0,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Mullingar,10,0,10,11,90.9,1,0,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Portlaoise,6,0,6,11,54.5,5,0,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Naas General Hospital,31,31,62,14,221.4,11,0,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,12,6,18,21,57.1,8,4,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. James's Hospital,23,0,23,0,,62,3,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. Vincent's University Hospital,48,0,48,0,,44,14,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tallaght University Hospital,22,0,22,0,,42,6,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tipperary University Hospital,8,0,8,27,29.6,2,1,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Cavan General Hospital,25,2,27,10,250.0,4,3,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Mater Misericordiae University Hospital,41,41,82,36,113.9,17,0,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Our Lady of Lourdes Hospital,21,3,24,30,70.0,38,3,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Our Lady's Hospital Navan,1,0,1,20,5.0,4,0,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Cork University Hospital,33,0,33,21,157.1,22,8,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Galway University Hospital,27,6,33,22,122.7,20,6,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Letterkenny University Hospital,38,38,76,22,172.7,9,0,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Mercy University Hospital,29,0,29,10,290.0,19,17,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Kerry,28,0,28,12,233.3,12,11,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Limerick,48,24,72,72,66.7,19,20,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Wexford General Hospital,20,4,24,25,80.0,12,2,0,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE West & North West,Portiuncula University Hospital,13,0,13,16,81.2,4,4,34,104.11,Moderate (100-150mm)
2023-01-02,2023,1,January,2,Monday,0,Weekday,0,0,Winter,Q1,HSE West & North West,Sligo University Hospital,34,34,68,10,340.0,22,0,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Mullingar,20,0,20,15,133.3,1,1,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Portlaoise,12,12,24,5,240.0,1,0,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Tullamore,5,0,5,28,17.9,5,0,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Naas General Hospital,27,27,54,14,192.9,12,0,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,21,6,27,22,95.5,8,16,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. James's Hospital,37,0,37,0,,62,8,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. Vincent's University Hospital,55,0,55,0,,44,25,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tallaght University Hospital,33,0,33,0,,42,6,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tipperary University Hospital,18,0,18,28,64.3,2,5,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Cavan General Hospital,12,2,14,3,400.0,4,3,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Connolly Hospital,21,21,42,9,233.3,4,0,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Mater Misericordiae University Hospital,44,44,88,36,122.2,11,0,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Our Lady of Lourdes Hospital,30,3,33,26,115.4,38,4,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Cork University Hospital,52,0,52,8,650.0,22,19,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Galway University Hospital,45,7,52,0,,20,17,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Letterkenny University Hospital,28,13,41,11,254.5,22,19,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Mercy University Hospital,31,0,31,11,281.8,19,17,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Kerry,40,0,40,14,285.7,12,19,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Limerick,44,32,76,42,104.8,15,23,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Wexford General Hospital,29,6,35,40,72.5,12,8,0,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE West & North West,Portiuncula University Hospital,6,16,22,16,37.5,4,2,18,104.11,Moderate (100-150mm)
2023-01-03,2023,1,January,3,Tuesday,1,Weekday,0,0,Winter,Q1,HSE West & North West,Sligo University Hospital,18,18,36,12,150.0,10,21,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Portlaoise,6,0,6,11,54.5,5,0,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Tullamore,3,0,3,22,13.6,4,0,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Naas General Hospital,21,4,25,13,161.5,14,7,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,18,6,24,26,69.2,8,15,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. James's Hospital,39,0,39,0,,59,13,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. Vincent's University Hospital,40,0,40,27,148.1,49,20,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tallaght University Hospital,40,0,40,6,666.7,43,11,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tipperary University Hospital,14,0,14,29,48.3,2,6,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Cavan General Hospital,17,2,19,8,212.5,3,0,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Connolly Hospital,8,0,8,43,18.6,9,0,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Mater Misericordiae University Hospital,43,43,86,41,104.9,14,0,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Our Lady of Lourdes Hospital,16,1,17,25,64.0,36,0,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Our Lady's Hospital Navan,16,16,32,4,400.0,3,0,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Cork University Hospital,43,3,46,26,165.4,22,12,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Galway University Hospital,27,7,34,10,270.0,20,6,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Letterkenny University Hospital,18,11,29,14,128.6,22,5,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Mercy University Hospital,19,0,19,11,172.7,17,7,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Kerry,25,0,25,14,178.6,17,9,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Limerick,20,23,43,45,44.4,14,5,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Wexford General Hospital,24,7,31,41,58.5,13,11,0,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE West & North West,Portiuncula University Hospital,6,15,21,15,40.0,4,21,23,104.11,Moderate (100-150mm)
2023-01-04,2023,1,January,4,Wednesday,2,Weekday,0,0,Winter,Q1,HSE West & North West,Sligo University Hospital,21,23,44,14,150.0,10,19,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Mullingar,6,0,6,11,54.5,1,0,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Portlaoise,0,0,0,11,0.0,6,0,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Tullamore,0,0,0,18,0.0,5,0,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Naas General Hospital,15,4,19,13,115.4,14,7,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,16,6,22,22,72.7,8,13,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. James's Hospital,38,0,38,0,,58,7,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. Vincent's University Hospital,21,0,21,24,87.5,49,6,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tallaght University Hospital,37,0,37,0,,43,14,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tipperary University Hospital,10,10,20,2,500.0,3,0,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Cavan General Hospital,10,1,11,6,166.7,3,3,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Connolly Hospital,1,0,1,39,2.6,9,0,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Mater Misericordiae University Hospital,18,18,36,41,43.9,6,0,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Our Lady's Hospital Navan,0,0,0,22,0.0,4,0,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Cork University Hospital,34,3,37,27,125.9,22,12,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Galway University Hospital,25,10,35,41,61.0,20,11,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Letterkenny University Hospital,22,13,35,25,88.0,24,6,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Mercy University Hospital,17,17,34,16,106.2,3,0,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Kerry,18,0,18,14,128.6,18,5,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Limerick,14,23,37,36,38.9,18,1,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Wexford General Hospital,12,3,15,27,44.4,12,3,0,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE West & North West,Portiuncula University Hospital,5,16,21,16,31.2,4,12,12,104.11,Moderate (100-150mm)
2023-01-05,2023,1,January,5,Thursday,3,Weekday,0,0,Winter,Q1,HSE West & North West,Sligo University Hospital,12,12,24,8,150.0,10,12,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Mullingar,7,0,7,10,70.0,0,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Portlaoise,0,0,0,9,0.0,6,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,MRH Tullamore,0,0,0,11,0.0,6,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Naas General Hospital,24,4,28,10,240.0,14,10,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,21,5,26,17,123.5,10,11,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. James's Hospital,34,0,34,0,,56,8,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,St. Vincent's University Hospital,22,0,22,28,78.6,55,5,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & Midlands,Tallaght University Hospital,14,14,28,40,35.0,5,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Cavan General Hospital,4,2,6,4,100.0,5,2,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Mater Misericordiae University Hospital,18,18,36,39,46.2,2,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Our Lady of Lourdes Hospital,9,3,12,23,39.1,39,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & North East,Our Lady's Hospital Navan,16,16,32,4,400.0,1,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Cork University Hospital,30,8,38,23,130.4,27,11,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Galway University Hospital,4,5,9,14,28.6,18,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Letterkenny University Hospital,20,8,28,11,181.8,25,5,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Mercy University Hospital,11,11,22,11,100.0,3,0,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Kerry,19,0,19,14,135.7,24,5,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & South East,UH Limerick,20,14,34,36,55.6,17,6,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE Dublin & South East,Wexford General Hospital,11,4,15,34,32.4,9,4,0,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE West & North West,Portiuncula University Hospital,5,0,5,13,38.5,4,14,11,104.11,Moderate (100-150mm)
2023-01-06,2023,1,January,6,Friday,4,Weekday,0,0,Winter,Q1,HSE West & North West,Sligo University Hospital,14,11,25,8,175.0,12,6,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,MRH Mullingar,9,0,9,12,75.0,1,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,MRH Portlaoise,13,0,13,10,130.0,6,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,MRH Tullamore,0,0,0,6,0.0,6,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,Naas General Hospital,15,3,18,10,150.0,14,8,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,St Luke's General Hospital Kilkenny,14,0,14,12,116.7,9,6,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,St. James's Hospital,17,17,34,56,30.4,1,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,St. Vincent's University Hospital,20,20,40,53,37.7,3,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,Tallaght University Hospital,6,0,6,0,,31,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & Midlands,Tipperary University Hospital,4,0,4,25,16.0,4,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & North East,Cavan General Hospital,5,1,6,7,71.4,5,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & North East,Connolly Hospital,2,0,2,46,4.3,8,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & North East,Our Lady of Lourdes Hospital,4,0,4,5,80.0,38,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & North East,Our Lady's Hospital Navan,16,17,33,0,,4,0,0,104.11,Moderate (100-150mm)
2023-01-07,2023,1,January,7,Saturday,5,Weekend,1,0,Winter,Q1,HSE Dublin & South East,Cork University Hospital,23,3,26,22,104.5,32,3,0,104.11,Moderate (100-150mm)
